RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3434049700,4.0,2.0,"6'2""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0,2.0,2.0,8.0
3434041278,4.0,0.0,"5'6""",0.0,Other (please specify),Other (please specify),0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1,4.0,2.0,0.0
3434033301,4.0,2.0,"5'11""",0.0,The people in the aisle and window seats get both arm rests,The person in aisle,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0,,3.0,6.0
3434024435,4.0,4.0,"5'10""",0.0,The arm rests should be shared,The person by the window,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,2.0,2.0,4.0
3434018106,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
3434016416,4.0,3.0,"6'2""",1.0,The arm rests should be shared,The person by the window,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,3.0,8.0
3434013636,0.0,1.0,"5'7""",1.0,Whoever puts their arm on the arm rest first,The person in aisle,0.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0,0.0,2.0,0.0
3434009177,4.0,4.0,"5'10""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,2.0,2.0,0.0
3434003204,4.0,2.0,"6'0""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,3.0,0.0
3434003093,4.0,3.0,"5'11""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,2.0,0.0
3433976285,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,,1.0,4.0
3433973110,5.0,,,,,,,,,,,,,,,,,,,,,0.0,1,1.0,2.0,8.0
3433964953,4.0,1.0,"5'5""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0
3433964124,4.0,3.0,"6'0""",1.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,3.0,2.0
3433957540,4.0,4.0,"5'7""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,3.0,0.0
3433954490,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1.0,2.0,5.0
3433928804,4.0,3.0,"5'7""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,1.0,,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0,4.0,3.0,4.0
3433926438,,2.0,"6'2""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,4.0,4.0
3433914630,4.0,3.0,"6'4""",0.0,Other (please specify),Other (please specify),0.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,3.0,3.0
3433912503,4.0,4.0,"6'0""",0.0,The arm rests should be shared,The person in aisle,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0
3433895905,4.0,3.0,"5'10""",1.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,2.0,4.0
3433890093,4.0,0.0,"6'0""",0.0,Other (please specify),Other (please specify),0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,3.0,0.0
3433882884,5.0,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,2.0,1.0
3433881615,,1.0,"5'7""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2.0,7.0
3433880747,4.0,3.0,"5'9""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,3.0
3433877510,4.0,3.0,"6'1""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1,,4.0,1.0
3433877337,3.0,3.0,"6'2""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2.0,3.0,1.0
3433873724,3.0,3.0,"5'11""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.0,0.0
3433863512,3.0,1.0,"6'6"" and above",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,,4.0,0.0
3433853098,4.0,1.0,"5'10""",0.0,The person in the middle seat gets both arm rests,The person in aisle,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,2.0,4.0,8.0
3433847365,4.0,2.0,"6'1""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,3.0,2.0
3433842253,4.0,4.0,"5'10""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1,4.0,4.0,4.0
3433809714,4.0,4.0,"6'0""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,3.0,1.0
3433791959,3.0,1.0,"6'2""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,4.0,0.0
3433766902,3.0,3.0,"5'8""",0.0,The arm rests should be shared,The person in aisle,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,3.0,2.0,0.0
3433704267,4.0,0.0,"5'9""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,
3433702768,4.0,3.0,"5'7""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,3.0,6.0
3433696677,4.0,1.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,3.0,4.0
3433682046,4.0,4.0,"5'9""",1.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,1.0,0.0
3433675127,4.0,3.0,"6'4""",0.0,The arm rests should be shared,The person in aisle,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1,2.0,2.0,8.0
3433674615,3.0,3.0,"5'9""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,3.0,4.0,1.0
3433674116,4.0,4.0,"5'10""",0.0,The person in the middle seat gets both arm rests,The arm rests should be shared,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0
3433673902,4.0,3.0,Under 5 ft.,0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0,1.0,0.0,4.0
3433669889,5.0,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,2.0,5.0
3433547088,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,4.0,2.0,3.0
3433546426,3.0,3.0,"5'7""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,4.0,7.0
3433532135,4.0,0.0,"6'4""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.0,3.0,1.0
3433529889,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1.0,2.0,0.0
3433508090,4.0,3.0,"5'8""",0.0,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,2.0,0.0
3433505616,4.0,4.0,"5'7""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3.0,3.0,6.0
3433498776,4.0,1.0,"5'11""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,3.0,1.0,4.0
3433491130,4.0,4.0,"5'6""",0.0,Other (please specify),The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,1.0,8.0
3433481077,4.0,1.0,"5'9""",0.0,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1,,1.0,6.0
3433469104,4.0,0.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,8.0
3433455019,4.0,1.0,"6'2""",0.0,Other (please specify),Other (please specify),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,3.0,1.0
3433451973,4.0,4.0,"6'0""",0.0,Other (please specify),Other (please specify),0.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1,3.0,2.0,8.0
3433444761,3.0,3.0,"5'11""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1,,3.0,0.0
3433443270,3.0,4.0,"5'8""",1.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,,3.0,0.0
3433421347,4.0,1.0,"6'2""",1.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1,2.0,4.0,0.0
3433413347,5.0,,,,,,,,,,,,,,,,,,,,,0.0,2,,3.0,4.0
3433408077,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,,2.0,4.0
3433405051,4.0,3.0,"6'1""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2,2.0,4.0,8.0
3433400808,5.0,,,,,,,,,,,,,,,,,,,,,0.0,2,2.0,2.0,6.0
3433400150,5.0,,,,,,,,,,,,,,,,,,,,,0.0,1,2.0,3.0,8.0
3433396155,5.0,,,,,,,,,,,,,,,,,,,,,0.0,2,2.0,2.0,4.0
3433387742,3.0,0.0,"5'10""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,3.0,3.0
3433383009,4.0,0.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2,1.0,3.0,1.0
3433381681,3.0,3.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,> 60,2.0,3.0,5.0
3433379314,4.0,4.0,"6'5""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,> 60,2.0,3.0,7.0
3433372314,4.0,0.0,"5'11""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,> 60,2.0,2.0,7.0
3433370920,4.0,3.0,"6'2""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1,3.0,4.0,1.0
3433368700,4.0,3.0,"6'2""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2.0,4.0
3433368365,3.0,1.0,"5'10""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2,4.0,4.0,4.0
3433366122,4.0,0.0,"6'3""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,2.0,0.0,3.0
3433365905,5.0,,,,,,,,,,,,,,,,,,,,,0.0,2,2.0,1.0,3.0
3433365410,4.0,4.0,"5'8""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,> 60,,4.0,3.0
3433365207,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
3433363377,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,3.0,4.0,
3433361838,4.0,3.0,"6'1""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2,2.0,4.0,8.0
3433358233,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,3.0,4.0,0.0
3433356966,4.0,3.0,"6'0""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2,4.0,4.0,0.0
3433355321,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,2.0,1.0
3433351077,4.0,2.0,"5'8""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,> 60,3.0,2.0,8.0
3433347213,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,2.0,2.0,0.0
3433343494,4.0,3.0,"5'7""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,> 60,3.0,3.0,3.0
3433342645,3.0,4.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0,2.0,2.0,4.0
3433339828,5.0,,,,,,,,,,,,,,,,,,,,,0.0,> 60,,2.0,6.0
3433339691,4.0,3.0,"5'11""",0.0,The people in the aisle and window seats get both arm rests,The arm rests should be shared,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,> 60,,4.0,6.0
3433339394,3.0,4.0,"5'10""",1.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,3.0,0.0
3433335323,3.0,1.0,"6'4""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1,2.0,2.0,0.0
3433334272,3.0,3.0,"5'10""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,> 60,,3.0,0.0
3433333817,5.0,,,,,,,,,,,,,,,,,,,,,0.0,2,,1.0,3.0
3433332557,4.0,4.0,"5'9""",0.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,> 60,,4.0,6.0
3433330676,5.0,,,,,,,,,,,,,,,,,,,,,0.0,> 60,,4.0,0.0
3433329602,4.0,2.0,"5'11""",1.0,The people in the aisle and window seats get both arm rests,The arm rests should be shared,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,4.0,5.0
3433327095,4.0,1.0,"5'8""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,> 60,3.0,4.0,7.0
3433323600,4.0,1.0,"5'10""",0.0,Other (please specify),The arm rests should be shared,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,> 60,1.0,3.0,1.0
3433322189,4.0,2.0,"5'9""",0.0,The arm rests should be shared,Whoever puts their arm on the arm rest first,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,> 60,3.0,2.0,4.0
3433321137,4.0,0.0,"6'5""",1.0,The arm rests should be shared,The arm rests should be shared,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1.0,3.0,0.0
3433314320,4.0,0.0,"6'1""",0.0,The arm rests should be shared,The arm rests should be shared,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,> 60,3.0,2.0,0.0
